id,description,best_suggested_hs_code,best_suggested_stat_code,best_suggested_tco_link,other_codes,total_time_seconds,reasoning
87,"cycling gloves gel padded size L",62160000,32,,"61169300/14; 42032190/92",40.76802206039429,"The user has described ""cycling gloves gel padded size L"".

1.  **Product Analysis**:
    *   **Material**: The material is not specified, but cycling gloves are typically made from a combination of materials, including synthetic textiles (like polyester, nylon, spandex) and potentially leather or synthetic leather. The ""gel padded"" feature is a key characteristic.
    *   **Form**: Gloves.
    *   **Function**: To be worn on the hands for protection, comfort, and grip while cycling.
    *   **Use**: A sporting accessory.

2.  **Shortlisted Tariff Chapters**:
    *   **Chapter 42 (Articles of leather)**: Considered if the gloves are primarily leather or if leather provides the essential character. Heading 4203 covers leather gloves, including those for sport.
    *   **Chapter 61 (Articles of apparel... knitted or crocheted)**: Considered if the gloves are primarily made of knitted textile fabrics. Heading 6116 covers knitted gloves.
    *   **Chapter 62 (Articles of apparel... not knitted or crocheted)**: Considered if the gloves are primarily made of woven textile fabrics. Heading 6216 covers woven gloves.

3.  **Reasoning for Classification**:
    Without a definitive material composition, classification must be based on the most likely construction. Modern cycling gloves often use a mix of materials. However, many are made predominantly of woven synthetic fabrics for durability and breathability, with gel pads integrated for comfort.

    *   **Best Suggestion (62160000 32)**: This code is for ""Gloves, mittens and mitts"" under Chapter 62, which covers articles of apparel that are *not* knitted or crocheted. This is a broad and appropriate classification for gloves made of common woven synthetic materials used in sportswear. It is chosen as the best fit due to its simplicity and applicability to a wide range of modern textile-based sports gloves.

    *   **Alternative 1 (61169300 14)**: This code is for gloves made of knitted or crocheted synthetic fibres. Many cycling gloves feature a stretchy, breathable back made of knitted fabric. If this component defines the essential character or is the predominant material, this heading would be appropriate.

    *   **Alternative 2 (42032190 92)**: This code is for leather gloves ""Specially designed for use in sports"" (other than golf). This would be the correct classification if the gloves were made of leather or if a leather/composition leather palm was determined to give the gloves their essential character.

    Given the ambiguity, the most general and likely classification for modern textile-based cycling gloves is chosen as the primary recommendation."
88,"running watch gps heart rate waterproof",85269100,30,,"91021200/43; 91021900/44",37.127907037734985,"The product is a composite good with multiple functions, including timekeeping (watch), GPS (radio navigation), and heart rate monitoring. As per Section XVI, Note 3, such machines are to be classified according to their principal function. The GPS and heart rate monitoring functions are considered the principal functions that give the device its essential character as a fitness and navigation tool, rather than a simple time-telling device. Therefore, heading 8526 for 'radio navigational aid apparatus' is the most appropriate classification. The primary alternative, 9102, covers wrist-watches, but the additional electronic functions move the classification to Chapter 85. The selected code is 8526.91.00 with statistical code 30. Alternative classifications are provided in Chapter 91 if the time-keeping function is considered primary."
89,"yoga mat tpe 6mm non slip purple",95069100,31,https://www.abf.gov.au/tariff-classification-subsite/Pages/TariffConcessionOrders.aspx?tcn=95069100,"95069990/32; 39269090/89",87.22675919532776,"The item is a yoga mat, which is equipment for general physical exercise. Chapter 95 covers sports requisites. Specifically, heading 9506 includes ""Articles and equipment for general physical exercise, gymnastics, athletics..."". Subheading 9506.91.00 provides the most specific description for this product. Chapter 39, which covers plastics, is less appropriate due to Chapter 39 Note 2(z), which excludes articles of Chapter 95. Therefore, the yoga mat is best classified under 9506.91.00."
90,"dumbbells adjustable 20kg pair",95069100,31,https://www.abf.gov.au/tariff-classification-subsite/Pages/TariffConcessionOrders.aspx?tcn=95069100,"95069990/32; 73269090/60",92.20079684257507,"The product is a pair of adjustable dumbbells used for weightlifting and physical exercise. The primary function of the goods dictates their classification.

Chapter 95 of the Tariff covers ""Toys, games and sports requisites"". Heading 9506 includes ""Articles and equipment for general physical exercise, gymnastics, athletics..."". The most specific and appropriate classification for dumbbells falls under subheading 9506.91.00 as ""Articles and equipment for general physical exercise, gymnastics or athletics"".

An alternative classification in Chapter 73, which covers articles of iron or steel, is considered but ultimately incorrect. Section XV, Note 1(l) explicitly excludes articles of Chapter 95 from being classified as articles of base metal. Therefore, classification by function in Chapter 95 takes precedence over classification by material in Chapter 73.

The best fit is 9506.91.00 with statistical code 31. An alternative is the less specific residual code 9506.99.90 / 32 for 'Other' sports equipment."
91,"resistance bands latex set of 5",95069100,31,https://www.abf.gov.au/tariff-classification-subsite/Pages/TariffConcessionOrders.aspx?tcn=95069100,"95069990/32; 40169900/58",57.984886169433594,"The product is a set of resistance bands made of latex, used for physical exercise. The primary function of the item determines its classification. According to the Harmonized System, articles for sports or physical exercise are classified in Chapter 95. Specifically, heading 9506 covers 'Articles and equipment for general physical exercise, gymnastics, athletics...'. The exclusion notes in Chapter 40 (Note 2(f)) and Chapter 39 (Note 2(y)) explicitly state that articles of Chapter 95 are excluded, meaning the classification must be under Chapter 95 rather than by the material (latex rubber or plastic). The most appropriate subheading is 9506.91.00 as 'Articles and equipment for general physical exercise, gymnastics or athletics'. The associated statistical code is 31. This classification has a Tariff Concession Order available."
92,"tennis balls pressurized 4 pack",95066100,04,,"95066200/29; 95069990/32",36.794313192367554,"The user's product is tennis balls. Chapter 95 of the tariff classification covers sports requisites. Within this chapter, heading 9506 is for articles and equipment for sports. The most specific subheading is 9506.61, which explicitly names 'Lawn-tennis balls'. Therefore, 95066100 is the most accurate classification. Alternative classifications include the broader category for 'Inflatable' balls (95066200) and a residual category for other sports equipment (95069990)."
93,"camping tent 3 person waterproof 3000mm",63062200,05,https://www.abf.gov.au/tariff-classification-subsite/Pages/TariffConcessionOrders.aspx?tcn=63062200,"63062900/15; 63069000/47",39.25867486000061,"The product is a camping tent. The governing heading is 6306, which covers tarpaulins, awnings, sunblinds, and camping goods. The most appropriate subheading is 6306.22.00, which specifically covers tents made of synthetic fibres. The description 'waterproof 3000mm' makes it highly probable that the tent is constructed from synthetic materials like polyester or nylon. Alternative classifications are provided for tents made of other textile materials (6306.29.00) or for other unspecified camping goods (6306.90.00)."
94,"sleeping bag mummy 0c down fill",94043000,25,https://www.abf.gov.au/tariff-classification-subsite/Pages/TariffConcessionOrders.aspx?tcn=94043000,"94044000/12; 94049000/40",38.88175058364868,"The product is a down-filled sleeping bag. The primary basis for classification is Chapter 94, which covers bedding and similar stuffed furnishings. Heading 9404 specifically includes 'articles of bedding and similar furnishing...stuffed or internally fitted with any material'. Within this heading, subheading 9404.30.00 provides the most precise description as it explicitly names 'Sleeping bags'. The alternative classifications are within the same heading (9404) but are for other, less specific types of bedding like quilts or the residual 'Other' category. Classification in Chapter 63 (Other made up textile articles) is excluded by Section XI, Note 1(t), which states that Section XI does not cover articles of Chapter 94."
95,"backpack hiking 40L rain cover green",42029290,40,,"42029190/22; 42021290/47",35.20767092704773,"The product is a 40L hiking backpack. Backpacks, also known as rucksacks, are explicitly mentioned under heading 4202, which covers various travel goods and containers. The backpack's outer surface is made of textile materials, directing the classification to subheading 4202.92. Within this subheading, the tariff is further broken down by the capacity of the bag. As the backpack has a capacity of 40 litres, it falls under the statistical code 40 for goods with a capacity of 30L or more. Alternative classifications consider different materials (4202.91.90 for leather) or a broader container category (4202.12.90)."
96,"headlamp led 1000 lumen rechargeable",85131000,04,https://www.abf.gov.au/tariff-classification-subsite/Pages/TariffConcessionOrders.aspx?tcn=85131000,"94054200/70; 94052100/01",54.79836678504944,"The product is a portable, rechargeable LED headlamp. The most appropriate classification is under heading 8513, which specifically covers portable electric lamps designed to function by their own source of energy. The item is a lamp, not a part, leading to the selection of 8513.10.00.

Chapter 94, which covers other lamps and lighting fittings, is considered less appropriate due to Chapter Note 1(f), which excludes lamps of Chapter 85. However, alternative classifications are provided from heading 94.05 as they pertain to LED luminaires. 9405.42.00 is for other electric luminaires designed for LEDs, and 9405.21.00 covers other portable luminaires, although the description is for desk or floor-standing types."
97,"water filter portable pump 0.01 micron",84212190,37,https://www.abf.gov.au/tariff-classification-subsite/Pages/TariffConcessionOrders.aspx?tcn=84212190,"84212990/13; 84212910/12",46.77159786224365,"The product's principal function is to filter water, which makes heading 84.21 the most relevant classification for filtering or purifying machinery. Subheading 8421.21 is specifically for machinery that filters or purifies water. Since the portable pump is not designed for swimming pools, it falls under the 'Other' category, leading to the classification of 8421.21.90. The alternative classifications are considered less precise because they fall under broader 'other' liquid filtering categories or have specific material requirements not mentioned in the product description."
98,"portable power station 500Wh 500W",85044090,83,,"85076000/87; 85044090/73",48.69582986831665,"The product is a portable power station, a composite machine containing an electric accumulator (battery), charging circuitry (rectifier), and an inverter (static converter). According to Section XVI, Note 3, composite machines are classified according to their principal function. The principal function of this device is to convert stored DC electricity into usable AC/DC power, which is the function of a static converter under heading 8504. The item does not meet the specific descriptions in 8504.40.30, so it falls under 8504.40.90 (Other). Within this subheading, statistical code 83 (Other) is most appropriate as the item is a complex power station, not merely a simple power supply unit. Alternative classification 8507.60.00 is plausible if the energy storage (the lithium-ion accumulator) is considered the principal function, as per Chapter Note 3 to Chapter 85. A second alternative, 8504.40.90 with statistical code 73, is also provided, as it correctly identifies the power handling capacity of over 25W."
99,"solar panel foldable 120W 18V",85414300,03,,"85414200/02; 85414900/09",45.69862675666809,"The product is a foldable solar panel, which functions as a photosensitive semiconductor device that converts light directly into electricity.

Chapter 85 covers electrical machinery and equipment. Heading 8541 specifically covers ""photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels"".

The most appropriate classification is 8541.43.00, which covers ""Photovoltaic cells assembled in modules or made up into panels"". A foldable solar panel is considered a panel for classification purposes.

Alternative classifications include 8541.42.00 for individual cells not assembled into a panel, and the residual category 8541.49.00 for other photosensitive semiconductor devices, though these are less accurate.

Based on the provided information, no Schedule 4 concessions apply. The `tariff_chapter_lookup` tool did not indicate any available Tariff Concession Orders for these classifications."
100,"gas canister butane 220g 4 pack",27111310,03,,"27111210/01; 27111900/17",53.08643460273743,"The product is butane gas, a liquefied petroleum gas, supplied in canisters. The classification falls under Chapter 27 (Mineral fuels). Heading 2711 covers petroleum gases and other gaseous hydrocarbons. Specifically, subheading 2711.13 is for liquefied butanes. Therefore, the most accurate classification is 2711.13.10. An alternative classification in Chapter 36 is considered, but Note 2(b) to Chapter 36 restricts its application to liquefied gas fuels in containers not exceeding 300 cm³ for filling lighters. A 220g butane canister has a volume of approximately 384 cm³, thus excluding it from Chapter 36. The suggested alternatives account for similar products like propane or other liquefied petroleum gases."
